,RegionName,City,State,Metro,CountyName,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01
34,90046,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095000.0,1100000.0,1142000.0,1199000.0,1249000.0,1297000.0,1100000.0,1197000.0,1199000.0,1250000.0,1199000.0,1199000.0,1150000.0,1124500.0,1150000.0,1149000.0,1197000.0,1150000.0,1200000.0,1250000.0,1290000.0,1195000.0,1149500.0,1196250.0,1349000.0,1297000.0,1299000.0,1397000.0,1397000.0,1325000.0,1295000.0,1295000.0,1299000.0,1395000.0,1499000.0,1399000.0,1400000.0,1399000.0,1385000.0,1312500.0,1368000.0,1499000.0,1399000.0,1475000.0,1450000.0,1487500.0,1399000.0,1400900.0,1635000.0,1592500.0,1699000.0,1679000.0
88,90044,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254900.0,258948.5,250000.0,255000.0,266000.0,265000.0,269900.0,264995.0,270000.0,269000.0,277449.5,279900.0,265000.0,249950.0,279995.0,289000.0,289900.0,299000.0,300000.0,295500.0,307500.0,310000.0,315000.0,310000.0,316000.0,320000.0,319950.0,325000.0,325000.0,325000.0,339295.0,340000.0,348950.0,349950.0,345000.0,360000.0,350000.0,342021.0,349450.0,349000.0,355500.0,359900.0,369900.0,377000.0,389999.0,389999.0,399900.0,405000.0,410000.0,419000.0,419900.0
108,90026,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715000.0,694000.0,694000.0,692000.0,691000.0,639000.0,672000.0,699000.0,744000.0,744000.0,725000.0,749000.0,699000.0,688700.0,699450.0,699000.0,714499.5,699000.0,744000.0,749000.0,778200.0,729000.0,749999.0,785000.0,795000.0,795000.0,797000.0,799000.0,799000.0,779000.0,779000.0,754500.0,750000.0,775000.0,789000.0,759000.0,785000.0,796500.0,823500.0,799000.0,849000.0,883500.0,890000.0,889000.0,899000.0,899000.0,944000.0,989000.0,939000.0,944000.0,899990.0
139,90066,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129000.0,1095000.0,1069000.0,1050000.0,1070500.0,1100000.0,1049000.0,1149000.0,1150000.0,1134500.0,1195000.0,1195000.0,1097000.0,1199000.0,1199000.0,1200000.0,1162500.0,1199000.0,1199000.0,1272000.0,1322500.0,1297000.0,1224500.0,1295000.0,1395000.0,1349000.0,1349000.0,1325000.0,1385000.0,1349000.0,1315000.0,1349499.5,1349000.0,1357500.0,1399000.0,1399000.0
168,90019,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,756500.0,829000.0,729000.0,739000.0,734000.0,749000.0,799000.0,749000.0,799450.0,784500.0,814000.0,799000.0,775000.0,720000.0,788250.0,830000.0,797000.0,799900.0,839000.0,849000.0,829000.0,799900.0,850000.0,827000.0,827000.0,802450.0,799450.0,849000.0,845000.0,849000.0,849000.0,870000.0,899000.0,899000.0,894000.0,925000.0,929000.0,924000.0,899500.0,899000.0,929000.0,993000.0,1033000.0,1000000.0,1070000.0,1095000.0,1125000.0,1150000.0,1190000.0,1150000.0,1150000.0
224,90004,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1178000.0,1119000.0,1124000.0,950000.0,869000.0,947000.0,939000.0,899000.0,957500.0,1089500.0,1174000.0,1070000.0,1049000.0,1050000.0,1149500.0,980000.0,977000.0,1112000.0,964500.0,998000.0,979000.0,1125000.0,1100000.0,1197500.0,1249000.0,1350000.0,1475000.0,1300000.0
240,91342,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365000.0,375000.0,369950.0,375000.0,375000.0,375900.0,375900.0,379999.0,377900.0,379900.0,375000.0,380000.0,385000.0,376900.0,386700.0,385000.0,389900.0,389999.5,399900.0,399993.0,399997.0,399838.5,405000.0,419900.0,420000.0,420000.0,424900.0,410000.0,419900.0,434950.0,445000.0,440000.0,440000.0,439998.5,442500.0,450000.0,455000.0,456569.0,450000.0,459777.0,465000.0,469900.0,479000.0,483950.0,488388.5,489990.0,484950.0,490000.0,491900.0,491900.0,494900.0
265,90011,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316500.0,304500.0,325000.0,320000.0,325000.0,315000.0,320000.0,320000.0,330000.0,335000.0,339999.0,339999.0,359499.5,359999.5,365000.0,360000.0,360000.0,349999.5,350000.0,350000.0,360000.0,364250.0,367700.0,350000.0,363000.0
273,90025,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699900.0,720000.0,725000.0,725000.0,734000.0,699000.0,695000.0,699500.0,700000.0,687000.0,699750.0,715000.0,729000.0,729000.0,735000.0,739000.0,749000.0,739500.0,769000.0,769000.0,748000.0,745000.0,699000.0,739900.0,794000.0,799000.0,809250.0,819000.0,809475.0,822450.0,795600.0,799000.0,790000.0,838500.0,799000.0,799000.0,808000.0,829000.0,839000.0,824000.0,829000.0,850000.0,829000.0,829000.0,845000.0,880000.0,889000.0,894500.0,899000.0,899000.0,889500.0,896500.0,899000.0,935000.0,899000.0,899000.0,944000.0,1050000.0,1075000.0
277,90027,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396500.0,1445000.0,1309500.0,1400000.0,1329000.0,1324500.0,1326500.0,1350000.0,1284000.0,1287000.0,1239000.0,1379000.0,1337500.0,1375000.0,1250000.0,1169000.0,1225000.0,1377000.0,1599000.0,1422000.0,1383500.0,1597000.0,1624000.0,1399000.0,1349000.0,1390000.0,1524000.0,1550000.0,1499000.0,1465000.0,1399000.0,1425000.0,1449000.0,1475000.0,1452000.0,1557500.0,1499000.0,1499000.0,1499000.0,1499000.0,1553944.0,1569000.0,1574000.0,1625000.0,1674500.0,1600000.0,1392000.0,1599000.0,1790000.0,1850000.0,1770000.0
295,91335,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398750.0,399000.0,390000.0,399999.0,399000.0,416250.0,419000.0,419000.0,424900.0,429000.0,412000.0,407500.0,425000.0,415000.0,400000.0,419500.0,419985.0,420000.0,435000.0,435000.0,435000.0,429900.0,439900.0,443000.0,441000.0,450000.0,439900.0,439950.0,439999.0,449999.0,455000.0,465000.0,478750.0,485000.0,485000.0,475000.0,479945.0,479000.0,485000.0,485000.0,489000.0,499950.0,519900.0,520000.0,519000.0,519950.0,525000.0,539000.0,532499.5,532499.5,532499.5
297,90731,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497450.0,489000.0,499900.0,459000.0,479000.0,490000.0,449000.0,475000.0,489900.0,459500.0,459000.0,485000.0,499000.0,489000.0,494450.0,499900.0,517000.0,487450.0,522500.0,525000.0,525000.0,540000.0,489000.0,499000.0,499900.0,525900.0,549000.0,572000.0,569000.0,549000.0,549250.0,549950.0,549250.0,549700.0,574999.0,597000.0,569000.0,560000.0,559900.0,549500.0,549000.0,549000.0,559900.0,569450.0
535,90036,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399000.0,1395000.0,1425000.0,1349450.0,1385000.0,1395000.0,1450000.0,1395000.0,1349950.0,1346500.0,1499000.0,1612500.0,1472500.0,1650000.0,1714500.0,1750000.0,1749000.0,1749000.0,1729000.0,1677523.0,1637000.0,1637000.0,1649000.0,1597000.0,1599000.0,1644500.0,1699999.0,1600000.0,1664000.0,1774500.0,1774500.0,1795000.0
566,91331,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329450.0,330000.0,339900.0,349950.0,349000.0,342450.0,350000.0,349974.5,345000.0,345250.0,347250.0,349900.0,348500.0,339999.0,339949.5,349000.0,349999.5,349974.5,349999.0,350000.0,360000.0,359000.0,360000.0,356500.0,371500.0,373000.0,373000.0,382475.0,397900.0,399999.0,400000.0,399974.5,399900.0,399900.0,399950.0,399950.0,410000.0,419000.0,425000.0,429000.0,425000.0,424250.0,425000.0,419900.0,425000.0,438963.0,459000.0,442900.0,440000.0,449949.5,455000.0
587,90042,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450000.0,432450.0,449500.0,478033.0,489000.0,480000.0,490000.0,486950.0,498750.0,499000.0,499000.0,499000.0,499995.0,475000.0,487000.0,499000.0,500000.0,514500.0,550000.0,570000.0,569000.0,550000.0,565000.0,532000.0,549000.0,579000.0,570000.0,587500.0,599450.0,619500.0,607500.0,599000.0,599000.0,596750.0,599000.0,600000.0,640000.0,628450.0,647000.0,610000.0,625000.0,648000.0,659000.0,650000.0,644500.0,640000.0,675000.0,691500.0,677000.0,688000.0,675000.0
704,90006,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469000.0,462000.0,450000.0,450000.0,459000.0,485000.0,499000.0,495000.0,527000.0,521950.0,519000.0,504000.0,509000.0,539000.0,525000.0,502000.0,527000.0,529000.0,529000.0,510000.0,529000.0,535000.0,539000.0,539000.0,538000.0,577500.0,579394.0,579394.0,549000.0,569000.0,573944.0,595000.0,599900.0,599500.0,599000.0,589000.0,599450.0,649000.0,649000.0,609000.0,649200.0,619000.0,619750.0,599000.0,612750.0,615750.0,641750.0,647750.0,649750.0,659750.0,664000.0
778,90028,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808168.0,797990.0,744990.0,749000.0,734990.0,788000.0,799000.0,799000.0,837450.0,799900.0,850000.0,789000.0,792000.0,799000.0,775000.0,777000.0,850000.0,849000.0,849000.0,799000.0,850000.0,850000.0,869999.0,945000.0,975000.0,985000.0,914000.0,929000.0,1018500.0,995000.0,999000.0,1049000.0,1159000.0,1199000.0,1199000.0,1224500.0
864,91402,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314000.0,295000.0,310000.0,325000.0,299000.0,320000.0,299450.0,337750.0,339450.0,322450.0,299500.0,310000.0,354500.0,337466.5,325000.0,310000.0,342466.5,349000.0,354950.0,359900.0,325000.0,345000.0,322500.0,339900.0,329900.0,345000.0,335000.0,340000.0,340000.0,334950.0,325750.0,335000.0,349999.0,370000.0,347500.0,367500.0,354950.0,360000.0,337449.5,349900.0,340000.0,350000.0,389000.0,399000.0,400000.0,397499.5,394999.0,432500.0
890,91367,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582425.0,580000.0,599000.0,539950.0,539000.0,588700.0,625000.0,628000.0,599900.0,599000.0,625000.0,629900.0,637000.0,644450.0,587500.0,587000.0,610000.0,599500.0,589000.0,600000.0,608400.0,607450.0,624999.5,639950.0,649000.0,679950.0,637000.0,649000.0,654000.0,692000.0,649000.0,639999.0,649000.0,649000.0,659000.0,664000.0,639999.0,660000.0,651750.0,679999.0,699999.0,749900.0,699000.0,699949.5,699900.0,699900.0,712500.0,749000.0,739450.0,769500.0,769500.0
925,90049,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750000.0,1699999.0,1792000.0,1650000.0,1795000.0,1795000.0,1900000.0,1795000.0,1724000.0,1699000.0,1697000.0,1895000.0,1895000.0,1837000.0,1737500.0,1595000.0,1650000.0,1599000.0,1845000.0,1775000.0,1755000.0,1897500.0,1970000.0,1995000.0,2022497.5,1949000.0,1997000.0,1995000.0,2047000.0,2195000.0,2095000.0,1999000.0,1995000.0,2249000.0,2349500.0,2497500.0,2597500.0,2395000.0,2300000.0,2295000.0,2300000.0,2543000.0,2595000.0,2747000.0,2799000.0,2598000.0,2499000.0,2595000.0,2772500.0,2795000.0,2757500.0,2850000.0,2699500.0,2895000.0,2895000.0,2872500.0,2995000.0
995,91406,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402475.0,434700.0,419499.5,435000.0,434500.0,439900.0,439925.0,439900.0,440000.0,439000.0,434000.0,432450.0,439000.0,419000.0,419950.0,435000.0,437000.0,474500.0,492000.0,495000.0,479900.0,489450.0,489000.0,499900.0,499900.0,495000.0,499950.0,519000.0,524999.0,524999.5,525000.0,535000.0,532450.0,539000.0,539975.0,545000.0,544900.0,539900.0,545000.0,549250.0,562475.0,549000.0,549475.0,549990.0,549950.0,550000.0,559900.0,549975.0,560000.0,560000.0,587000.0
1102,91601,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488000.0,475000.0,439000.0,477000.0,479000.0,499900.0,517499.5,544500.0,559000.0,534450.0,499999.0,499000.0,499000.0,488120.0,492737.5,529550.0,499000.0,549000.0,599990.0,613000.0,549900.0,589000.0,609500.0,599999.5,575000.0,550000.0,572000.0,599000.0,625000.0,683500.0,697000.0,719000.0,699000.0,609928.0,599900.0,599900.0,599000.0,599000.0,599000.0,599000.0,599000.0,618250.0,665000.0,649000.0,649900.0,719500.0,704999.5,715000.0,697000.0,725000.0,750000.0
1130,91405,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430000.0,415000.0,411500.0,407450.0,405000.0,399450.0,399994.5,407990.0,421945.0,412450.0,424812.0,413945.0,412990.0,379900.0,399990.0,399945.0,416990.0,416990.0,441495.0,441495.0,459900.0,471500.0,474900.0,478995.0,463314.0,459000.0,450000.0,459000.0,469445.0,462990.0,463990.0,482900.0,495900.0,499900.0,499900.0,492900.0,485000.0,492445.0,492445.0,440000.0,485000.0,489450.0,499900.0,504500.0,499475.0,500000.0,500000.0,499900.0,494000.0,499975.0,499950.0
1170,90018,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424950.0,375000.0,375000.0,395000.0,397450.0,399999.0,380000.0,379000.0,385000.0,399999.0,402500.0,375000.0,407500.0,422499.5,429997.0,450000.0,452500.0,472450.0,495000.0,499000.0,475000.0,475000.0,499450.0,532450.0,529500.0,525000.0,499499.5,499000.0,499000.0,515000.0,563000.0,579000.0,579450.0,599999.0,628000.0,659450.0,639999.5,627450.0,637450.0,637949.5,660000.0,629450.0,639999.5,627000.0,649450.0,640000.0,649000.0,640000.0,659500.0
1177,90003,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249000.0,249990.0,239900.0,239000.0,239450.0,252450.0,249950.0,248000.0,259000.0,252950.0,259000.0,253000.0,249000.0,255900.0,262500.0,269950.0,272500.0,270000.0,265000.0,265000.0,272500.0,285000.0,289000.0,292995.0,280000.0,280000.0,280000.0,295990.0,294990.0,287944.0,289000.0,290000.0,297495.0,299000.0,319000.0,319450.0,316700.0,320000.0,335000.0,339950.0,344950.0,345444.0,348950.0,339950.0,339000.0,345000.0,340000.0,349888.0,345000.0,345000.0,349900.0
